spec,subsample,release_round,rmsfe,crps,wqs
"GIGG fixed-SV",Pandemic,5,2.12176527573229,1.54478403625105,0.425817064259767
"GIGG fixed-SV",Pandemic,6,2.08705549064963,1.59587937821872,0.432485128509745
"GIGG fixed-SV",Pandemic,7,2.43983332109087,1.75286126953279,0.466216100321794
"GIGG fixed-SV",Pandemic,8,2.51592890292763,1.85171673987541,0.486259591444102
"GIGG fixed-SV",Pandemic,9,3.3587406038394,2.08400854458509,0.557072253726339
"GIGG fixed-SV",Pandemic,10,2.97595854180724,1.99591580968176,0.529838348855877
"GIGG fixed-SV",Pandemic,11,3.3470461649354,2.16939196798428,0.566772611050202
"GIGG fixed-SV",Pandemic,12,2.72220121485393,2.05941231296315,0.505215957007966
"GIGG fixed-SV",Pandemic,13,2.26882470121287,1.78797139555974,0.478383429787433
"GIGG fixed-SV",Pandemic,14,3.18666659606138,2.03496179250127,0.510444167532156
"GIGG fixed-SV",Pandemic,15,2.18252944309345,1.76347020984336,0.48454918370702
"GIGG fixed-SV",Pre,1,2.54539274030559,1.87161085736971,0.479793468737108
"GIGG fixed-SV",Pre,2,1.99726006917629,1.36973768097479,0.382342243800366
"GIGG fixed-SV",Pre,3,2.01828324589677,1.38200200061465,0.39015313825916
"GIGG fixed-SV",Pre,4,1.99812386764589,1.33635359587391,0.372102113174115
"GIGG fixed-SV",Pre,5,1.97467966469626,1.33506564850227,0.384513501121476
"GIGG fixed-SV",Pre,6,2.04957855985584,1.34753967889952,0.389006062663813
"GIGG fixed-SV",Pre,7,2.11711994363464,1.39619723453157,0.398079948353395
"GIGG fixed-SV",Pre,8,2.15166941962871,1.3587411526108,0.385004145267213
"GIGG fixed-SV",Pre,9,2.12018014870265,1.42218840129098,0.403414025992166
"GIGG fixed-SV",Pre,10,2.19634529081174,1.47043573711258,0.430042870120145
"GIGG fixed-SV",Pre,11,2.0847658367626,1.4392179933525,0.403350680876998
"GIGG fixed-SV",Pre,12,1.91698342941677,1.41675163736312,0.368817952957453
"GIGG fixed-SV",Pre,13,1.77774790367276,1.34192458360017,0.344379756425959
"GIGG fixed-SV",Pre,14,1.90274069122981,1.35396574051878,0.367791309448745
"GIGG fixed-SV",Pre,15,2.03631955523577,1.37567558861729,0.382648031492411
"GIGG fixed-SV, no QR",Full,1,2.57405924927283,1.87736217127018,0.526848087125607
"GIGG fixed-SV, no QR",Full,2,2.02829837584537,1.35919887877838,0.394389946935683
"GIGG fixed-SV, no QR",Full,3,2.09143735028185,1.35247083268712,0.395562231627326
"GIGG fixed-SV, no QR",Full,4,2.08479287624265,1.36921819525119,0.395956488288461
"GIGG fixed-SV, no QR",Full,5,2.07497178203844,1.31776661705559,0.391638007269202
"GIGG fixed-SV, no QR",Full,6,2.04338448005124,1.3217797535457,0.385809768603131
"GIGG fixed-SV, no QR",Full,7,1.97157056511393,1.30993223196483,0.370674609611815
"GIGG fixed-SV, no QR",Full,8,1.8731979296582,1.30318054036802,0.359579256948867
"GIGG fixed-SV, no QR",Full,9,1.96151723156935,1.33737654456776,0.375582567825426
"GIGG fixed-SV, no QR",Full,10,1.94895475147868,1.31644645422146,0.369634939357554
"GIGG fixed-SV, no QR",Full,11,2.00643682281727,1.38545663996837,0.398827671367079
"GIGG fixed-SV, no QR",Full,12,1.7935199005686,1.27261659338982,0.361984535749568
"GIGG fixed-SV, no QR",Full,13,1.82783577350028,1.30356689895599,0.369360348959422
"GIGG fixed-SV, no QR",Full,14,1.82432210064167,1.25540049875491,0.362956682198729
"GIGG fixed-SV, no QR",Full,15,2.00790699276911,1.30576374807544,0.39100413861151
"GIGG fixed-SV, no QR",GFC,1,5.26084278339588,3.37818358496595,1.2026290506171
"GIGG fixed-SV, no QR",GFC,2,4.99782232822997,3.1433995741225,1.14995130617207
"GIGG fixed-SV, no QR",GFC,3,5.32354896951146,3.26074378415356,1.18236460338867
"GIGG fixed-SV, no QR",GFC,4,4.86286490315781,3.14383656674616,1.1253704894705
